ID,Name,Type,Episodes,Aired,Members,Scores
2383,Cybersix,TV,13,Sep 1999 - Nov 1999,"12,051 members",7.19
35849,Darling in the FranXX,TV,24,Jan 2018 - Jul 2018,"1,729,560 members",7.19
36633,Date A Live III,TV,12,Jan 2019 - Mar 2019,"419,694 members",7.19
1126,Figure 17: Tsubasa & Hikaru,TV,13,May 2001 - May 2002,"15,150 members",7.19
1534,Futari wa Precure: Splash☆Star,TV,49,Feb 2006 - Jan 2007,"15,509 members",7.19
36783,Girls & Panzer: Dai 63-kai Senshadou Zenkoku Koukousei Taikai Recap,ONA,1,Nov 2017 - Nov 2017,"6,217 members",7.19
4551,Hakushaku to Yousei,TV,12,Sep 2008 - Dec 2008,"130,273 members",7.19
28607,Hetalia: The World Twinkle,ONA,15,Jul 2015 - Oct 2015,"43,201 members",7.19
51897,Hua Jianghu: Bu Liang Ren VI,ONA,12,Mar 2023 - May 2023,647 members,7.19
20457,"Inari, Konkon, Koi Iroha.",TV,10,Jan 2014 - Mar 2014,"171,920 members",7.19
2808,Irregular Hunter X: The Day of Sigma,OVA,1,Dec 2005 - Dec 2005,"12,595 members",7.19
13055,Sankarea OVA,OVA,2,Jun 2012 - Nov 2012,"114,856 members",7.19
16694,Sankarea: Wagahai mo... Zombie de Aru...,Special,1,Nov 2012 - Nov 2012,"90,746 members",7.19
1080,Sentou Yousei Yukikaze,OVA,5,Aug 2002 - Aug 2005,"21,030 members",7.19
11341,Tantei Opera Milky Holmes Dai 2 Maku,TV,12,Jan 2012 - Mar 2012,"19,563 members",7.19
59136,Tasokare Hotel,TV,12,Jan 2025 - Mar 2025,"26,351 members",7.19
2113,Tenkuu Senki Shurato,TV,38,Apr 1989 - Jan 1990,"12,225 members",7.19
2500,The Cockpit,OVA,3,Oct 1993 - Jan 1994,"15,815 members",7.19
2816,Toushou Daimos,TV,44,Apr 1978 - Jan 1979,"6,781 members",7.19
7058,Uragiri wa Boku no Namae wo Shitteiru,TV,24,Apr 2010 - Sep 2010,"104,844 members",7.19
201,Video Girl Ai,OVA,6,Mar 1992 - Aug 1992,"32,658 members",7.19
50553,Yaneura no Rudger,Movie,1,Dec 2023 - Dec 2023,"9,719 members",7.19
42481,Yeon-ae Halujeon Zero,ONA,19,May 2018 - Aug 2019,"30,734 members",7.19
51692,Yoru wa Neko to Issho,TV,30,Aug 2022 - Jan 2023,"15,385 members",7.19
54198,Yoru wa Neko to Issho Season 2,ONA,30,Mar 2023 - Nov 2023,"4,170 members",7.19
35880,Yowamushi Pedal: Re:Generation,Movie,1,Oct 2017 - Oct 2017,"6,134 members",7.19
59178,Zhui Xu 2nd Season,ONA,16,Jul 2024 - Nov 2024,619 members,7.19
712,Zoids Genesis,TV,50,Apr 2005 - Mar 2006,"16,720 members",7.19
399,Seikai no Senki Special,TV Special,1,Jul 2001 - Jul 2001,"3,567 members",7.18
3624,Seimei no Kagaku: Micro Patrol,OVA,26,1986 - 1986,"3,095 members",7.18
2254,Sentou Mecha Xabungle,TV,50,Feb 1982 - Jan 1983,"6,157 members",7.18
51861,Shen Mu,ONA,16,Jul 2022 - Oct 2022,"2,401 members",7.18
1823,Shin Hakkenden,TV,26,Apr 1999 - Sep 1999,"7,244 members",7.18
8934,Star Driver: Kagayaki no Takuto,TV,25,Oct 2010 - Apr 2011,"118,363 members",7.18
19211,Suisei no Gargantia Specials,Special,2,Aug 2013 - Oct 2013,"41,968 members",7.18
173,Tactics,TV,25,Oct 2004 - Mar 2005,"42,430 members",7.18
6758,Tatakau Shisho: The Book of Bantorra,TV,27,Oct 2009 - Apr 2010,"69,988 members",7.18
1147,Tenchi Muyou! Ryououki 3rd Season: Tenchi Seirou naredo Namitakashi?,OVA,1,Sep 2005 - Sep 2005,"12,751 members",7.18
10862,Tennis no Oujisama: Pair Prince,Special,8,Jun 2010 - Dec 2010,"5,837 members",7.18
3322,Wagaya no Oinari-sama.,TV,24,Apr 2008 - Sep 2008,"33,567 members",7.18
59012,Wuliao Jiu Wanjie,ONA,24,Jul 2024 - Nov 2024,"8,111 members",7.18
1932,Yes! Precure 5,TV,49,Feb 2007 - Jan 2008,"19,720 members",7.18
4703,Yes! Precure 5 GoGo! Movie: Okashi no Kuni no Happy Birthday,Movie,1,Nov 2008 - Nov 2008,"6,448 members",7.18
35220,Youkai Apartment no Yuuga na Nichijou,TV,26,Jul 2017 - Dec 2017,"70,707 members",7.18
38383,Jashin-chan Dropkick Episode 12,ONA,1,Oct 2018 - Oct 2018,"35,452 members",7.18
15617,Jinrui wa Suitai Shimashita Specials,Special,6,Sep 2012 - Feb 2013,"20,412 members",7.18
953,Juu Ou Sei,TV,11,Apr 2006 - Jun 2006,"75,751 members",7.18
50339,Kakegurui Twin,ONA,6,Aug 2022 - Aug 2022,"119,784 members",7.18
1808,Kamichama Karin,TV,26,Apr 2007 - Sep 2007,"54,740 members",7.18
6163,Kuroshitsuji Recap,TV Special,1,Jan 2009 - Jan 2009,"41,418 members",7.18
837,Kyou no 5 no 2,OVA,4,Mar 2006 - Mar 2007,"31,501 members",7.18
4903,Kyou no 5 no 2 (TV),TV,13,Oct 2008 - Dec 2008,"37,080 members",7.18
2513,Meitantei Conan OVA 03: Conan to Heiji to Kieta Shounen,OVA,1,2003 - 2003,"16,326 members",7.18
8460,Mirai Nikki,OVA,1,Dec 2010 - Dec 2010,"247,211 members",7.18
16444,Mondaiji-tachi ga Isekai kara Kuru Sou desu yo?: Onsen Manyuuki,OVA,1,Jul 2013 - Jul 2013,"88,509 members",7.18
28683,One Piece: Episode of Alabasta - Prologue,TV Special,1,Aug 2011 - Aug 2011,"17,968 members",7.18
1237,One Piece: Oounabara ni Hirake! Dekkai Dekkai Chichi no Yume!,TV Special,1,Apr 2003 - Apr 2003,"35,036 members",7.18
31378,Owari no Seraph: Kyuuketsuki Shahar,OVA,1,May 2016 - May 2016,"90,093 members",7.18
34300,Quanzhi Fashi,ONA,12,Sep 2016 - Nov 2016,"148,348 members",7.18
56964,Raise wa Tanin ga Ii,TV,12,Oct 2024 - Dec 2024,"120,747 members",7.18
19469,Saiki Kusuo no Ψ-nan (ONA),ONA,1,Aug 2013 - Aug 2013,"45,339 members",7.18
5525,07-Ghost,TV,25,Apr 2009 - Sep 2009,"217,563 members",7.18
37204,Aikatsu Friends!,TV,50,Apr 2018 - Mar 2019,"13,144 members",7.18
9925,Amagami SS: Tachibana Miya-hen - Imouto,Special,1,Apr 2011 - Apr 2011,"56,983 members",7.18
19759,Ansatsu Kyoushitsu: Jump Festa 2013 Special,Special,1,Oct 2013 - Oct 2013,"82,010 members",7.18
31754,Aoharu x Kikanjuu: Kemono-tachi no Senjou da na!,Special,1,Dec 2015 - Dec 2015,"37,730 members",7.18
53128,Atri: My Dear Moments,TV,13,Jul 2024 - Oct 2024,"75,137 members",7.18
10396,Ben-To,TV,12,Oct 2011 - Dec 2011,"337,507 members",7.18
762,Bleach: Memories in the Rain,Special,1,Dec 2004 - Dec 2004,"132,589 members",7.18
21797,Chuunibyou demo Koi ga Shitai! Ren Lite,ONA,6,Dec 2013 - Mar 2014,"92,296 members",7.18
31978,Crayon Shin-chan Movie 24: Bakusui! Yumemi World Dai Totsugeki,Movie,1,Apr 2016 - Apr 2016,"4,113 members",7.18
19163,Date A Live II,TV,10,Apr 2014 - Jun 2014,"666,412 members",7.18
24031,Denki-gai no Honya-san,TV,12,Oct 2014 - Dec 2014,"134,670 members",7.18
3727,Doraemon Movie 01: Nobita no Kyouryuu,Movie,1,Mar 1980 - Mar 1980,"10,341 members",7.18
2661,Doraemon Movie 13: Nobita to Kumo no Oukoku,Movie,1,Mar 1992 - Mar 1992,"8,615 members",7.18
2659,Doraemon Movie 14: Nobita to Buriki no Labyrinth,Movie,1,Mar 1993 - Mar 1993,"7,645 members",7.18
4726,Druaga no Tou: The Sword of Uruk,TV,12,Jan 2009 - Mar 2009,"77,664 members",7.18
3568,Ganbarist! Shun,TV,30,Jul 1996 - Mar 1997,"4,239 members",7.18
27631,God Eater,TV,13,Jul 2015 - Mar 2016,"561,885 members",7.18
31158,Hetalia: The World Twinkle Specials,Special,3,Oct 2015 - Dec 2015,"8,144 members",7.18
23447,"Ano Natsu de Matteru: Bokutachi wa Koukou Saigo no Natsu wo Sugoshinagara, Ano Natsu de Matteiru.",Special,1,Aug 2014 - Aug 2014,"51,381 members",7.17
104,Ayashi no Ceres,TV,24,Apr 2000 - Sep 2000,"64,609 members",7.17
60057,Chao Neng Lifang: Chaofan Pian,ONA,12,Mar 2025 -,"17,031 members",7.17
37338,Chuukan Kanriroku Tonegawa,TV,24,Jul 2018 - Dec 2018,"43,719 members",7.17
27653,Crayon Shin-chan Movie 23: Ora no Hikkoshi Monogatari - Saboten Daisuugeki,Movie,1,Apr 2015 - Apr 2015,"5,772 members",7.17
2354,Devilman: Tanjou-hen,OVA,1,Nov 1987 - Nov 1987,"34,209 members",7.17
1132,Digimon Frontier,TV,50,Apr 2002 - Mar 2003,"162,154 members",7.17
31163,Dimension W,TV,12,Jan 2016 - Mar 2016,"306,744 members",7.17
2666,Doraemon Movie 10: Nobita no Nippon Tanjou,Movie,1,Mar 1989 - Mar 1989,"6,134 members",7.17
2677,Doraemon Movie 11: Nobita to Animal Planet,Movie,1,Mar 1990 - Mar 1990,"8,805 members",7.17
37490,"Gyakuten Saiban: Sono ""Shinjitsu"", Igi Ari! Season 2",TV,23,Oct 2018 - Mar 2019,"44,309 members",7.17
1206,Ihatov Gensou: Kenji no Haru,Movie,1,Dec 1996 - Dec 1996,"10,282 members",7.17
9355,Sekirei: Pure Engagement Episode 0,Special,1,Aug 2010 - Aug 2010,"54,848 members",7.17
10483,"Sengoku Basara Ni: Ryuko, Itadaki no Chikai! Atsuki Mirai e Kakeru Tamashii!!",Special,1,Apr 2011 - Apr 2011,"7,809 members",7.17
3956,Shakugan no Shana-tan II (Second),Special,3,Jan 2008 - Oct 2009,"41,808 members",7.17
4581,Shikabane Hime: Aka,TV,13,Oct 2008 - Dec 2008,"128,187 members",7.17
53850,SSSS.Gridman Movie,Movie,1,Jan 2023 - Jan 2023,"7,522 members",7.17
1362,Street Fighter II Movie,Movie,1,Aug 1994 - Aug 1994,"34,265 members",7.17
15077,Tabisuru Nuigurumi: Traveling Daru,Movie,1,Apr 2012 - Apr 2012,"5,469 members",7.17
3000,Taiho Shichau zo: Full Throttle,TV,23,Oct 2007 - Mar 2008,"11,349 members",7.17
55265,"Tensei Kizoku, Kantei Skill de Nariagaru",TV,12,Apr 2024 - Jun 2024,"165,412 members",7.17
49318,Tensei shitara Slime Datta Ken 2nd Season: Kanwa - Veldora Nikki 2,TV Special,1,Jun 2021 - Jun 2021,"63,389 members",7.17
3044,Tetsuwan Atom (1980),TV,52,Oct 1980 - Dec 1981,"16,070 members",7.17
14835,The iDOLM@STER Shiny Festa,OVA,3,Oct 2012 - Oct 2012,"19,378 members",7.17
43693,Thermae Romae Novae,ONA,11,Mar 2022 - Mar 2022,"28,017 members",7.17
2683,Tokyo Majin Gakuen Kenpuuchou: Tou Dai Ni Maku,TV,12,Jul 2007 - Oct 2007,"39,830 members",7.17
34604,UQ Holder! Mahou Sensei Negima! 2 OVA,OVA,3,Sep 2017 - Jun 2018,"29,736 members",7.17
12711,Uta no☆Prince-sama♪ Maji Love 2000%,TV,13,Apr 2013 - Jun 2013,"115,529 members",7.17
3593,Utawarerumono OVA,OVA,3,Jun 2009 - Jun 2010,"22,339 members",7.17
51195,Wu Shan Wu Xing,ONA,1,Dec 2016 - Dec 2016,"3,731 members",7.17
3692,Yes! Precure 5 GoGo!,TV,48,Feb 2008 - Jan 2009,"12,824 members",7.17
2125,Yuu☆Yuu☆Hakusho: Eizou Hakusho - Ankoku Bujutsukai no Shou,OVA,2,Sep 1994 - Oct 1994,"13,905 members",7.17
44389,Zi Chuan,ONA,42,Dec 2021 - Sep 2022,"2,476 members",7.17
36305,Zutto Mae kara Suki deshita. Kokuhaku Jikkou Iinkai: Kinyoubi no Ohayou,Special,1,Oct 2016 - Oct 2016,"26,792 members",7.17
274,Kiddy Grade,TV,24,Oct 2002 - Mar 2003,"48,219 members",7.17
5351,Kidou Senshi Gundam 00: Tenshi-tachi no Kiseki,Special,1,Sep 2008 - Sep 2008,"7,766 members",7.17
94,Kidou Senshi Gundam SEED Destiny,TV,50,Oct 2004 - Oct 2005,"113,358 members",7.17
11313,Kimi no Iru Machi: Tasogare Kousaten,OVA,2,Mar 2012 - Jun 2012,"44,469 members",7.17
31952,Kono Bijutsu-bu ni wa Mondai ga Aru!,TV,12,Jul 2016 - Sep 2016,"316,764 members",7.17
1013,Le Chevalier D'Eon,TV,24,Jul 2006 - Feb 2007,"62,760 members",7.17
2286,Little Nemo,Movie,1,Jul 1989 - Jul 1989,"10,993 members",7.17
192,Love Hina Haru Special: Kimi Sakura Chiru Nakare!!,TV Special,1,Apr 2001 - Apr 2001,"54,388 members",7.17
3345,Mikan Enikki,TV,30,Oct 1992 - Jun 1993,"3,447 members",7.17
2834,Miracle☆Girls,TV,51,Jan 1993 - Dec 1993,"6,205 members",7.17
41619,Munou na Nana,TV,13,Oct 2020 - Dec 2020,"357,683 members",7.17
1168,Musekinin Kanchou Tylor OVA,OVA,10,Oct 1994 - Aug 1996,"10,595 members",7.17
12979,Naruto SD: Rock Lee no Seishun Full-Power Ninden,TV,51,Apr 2012 - Mar 2013,"103,224 members",7.17
10686,Naruto: Honoo no Chuunin Shiken! Naruto vs. Konohamaru!!,Movie,1,Jul 2011 - Jul 2011,"83,872 members",7.17
6023,Nogizaka Haruka no Himitsu Purezza ♪,TV,12,Oct 2009 - Dec 2009,"73,160 members",7.17
465,One Piece Movie 07: Karakuri-jou no Mecha Kyohei,Movie,1,Mar 2006 - Mar 2006,"81,364 members",7.17
107,Ou Dorobou Jing,TV,13,May 2002 - Aug 2002,"39,282 members",7.17
1120,Pokemon Movie 05: Mizu no Miyako no Mamorigami Latias to Latios,Movie,1,Jul 2002 - Jul 2002,"125,412 members",7.17
8133,Precure All Stars Movie DX2: Kibou no Hikari☆Rainbow Jewel wo Mamore!,Movie,1,Mar 2010 - Mar 2010,"7,490 members",7.17
12221,Precure All Stars Movie New Stage: Mirai no Tomodachi,Movie,1,Mar 2012 - Mar 2012,"6,735 members",7.17
1846,Princess Nine: Kisaragi Joshikou Yakyuubu,TV,26,Apr 1998 - Oct 1998,"13,662 members",7.17
21073,Puchimas!!: Petit Petit iDOLM@STER,ONA,74,Apr 2014 - Jun 2014,"9,011 members",7.17
34126,Rewrite 2nd Season,TV,11,Jan 2017 - Mar 2017,"118,659 members",7.17
10334,Rurouni Kenshin Recap,TV Special,1,Jul 1997 - Jul 1997,"9,796 members",7.17
39833,Junk Head,Movie,1,Jul 2017 - Jul 2017,"2,071 members",7.16
37447,Karakuri Circus,TV,36,Oct 2018 - Jun 2019,"137,289 members",7.16
2048,Kikou Ryouhei Mellowlink,OVA,12,Nov 1988 - Apr 1989,"11,740 members",7.16
147,Kimi ga Nozomu Eien,TV,14,Oct 2003 - Jan 2004,"146,541 members",7.16
10152,Kimi ni Todoke: Kataomoi,TV Special,1,Jan 2011 - Jan 2011,"82,881 members",7.16
37178,Kiratto Pri☆chan,TV,51,Apr 2018 - Mar 2019,"6,824 members",7.16
52934,"Konyaku Haki sareta Reijou wo Hirotta Ore ga, Ikenai Koto wo Oshiekomu",TV,12,Oct 2023 - Dec 2023,"124,135 members",7.16
34712,Kujira no Kora wa Sajou ni Utau,TV,12,Oct 2017 - Dec 2017,"240,413 members",7.16
24475,Mangaka-san to Assistant-san to The Animation Specials,Special,6,Jun 2014 - Nov 2014,"54,010 members",7.16
1196,Masuda Kousuke Gekijou: Gag Manga Biyori,TV,12,Feb 2005 - Apr 2005,"10,119 members",7.16
34978,Nobunaga no Shinobi: Ise Kanegasaki-hen,TV,26,Apr 2017 - Sep 2017,"13,418 members",7.16
19369,Outbreak Company,TV,12,Oct 2013 - Dec 2013,"374,154 members",7.16
12673,Papa no Iukoto wo Kikinasai!: Pokkapoka,Special,1,Jul 2012 - Jul 2012,"41,619 members",7.16
9981,Phi Brain: Kami no Puzzle,TV,25,Oct 2011 - Apr 2012,"111,447 members",7.16
16442,Precure All Stars Movie New Stage 2: Kokoro no Tomodachi,Movie,1,Mar 2013 - Mar 2013,"5,708 members",7.16
37440,Psycho-Pass: Sinners of the System Case.1 - Tsumi to Batsu,Movie,1,Jan 2019 - Jan 2019,"118,358 members",7.16
56766,Qi Hou Bilu,ONA,12,Oct 2023 - Jan 2024,"2,243 members",7.16
314,Ace wo Nerae! 2,OVA,13,Jul 1988 - Oct 1988,"4,209 members",7.16
32015,Ajin OVA,OVA,2,May 2016 - Oct 2016,"46,698 members",7.16
51614,Ao no Orchestra,TV,24,Apr 2023 - Oct 2023,"64,067 members",7.16
11697,Area no Kishi,TV,37,Jan 2012 - Sep 2012,"78,824 members",7.16
51473,Arifureta Shokugyou de Sekai Saikyou: Maboroshi no Bouken to Kiseki no Kaigou,OVA,1,Sep 2022 - Sep 2022,"40,372 members",7.16
10834,Baka to Test to Shoukanjuu: Spinout! Sore ga Bokura no Nichijou,Special,6,Sep 2011 - Feb 2012,"37,577 members",7.16
15711,Bakuman. Deraman.,Special,2,Sep 2012 - Jan 2013,"17,942 members",7.16
9346,Battle Spirits: Brave,TV,50,Sep 2010 - Sep 2011,"5,114 members",7.16
53477,Binghuo Mochu 2,ONA,104,Dec 2022 - Aug 2024,"1,449 members",7.16
42603,Boku no Hero Academia: Ikinokore! Kesshi no Survival Kunren,ONA,2,Aug 2020 - Aug 2020,"189,519 members",7.16
15611,Cardfight!! Vanguard: Link Joker-hen,TV,59,Jan 2013 - Mar 2014,"24,764 members",7.16
39638,Choujigen Game Neptune The Animation OVA,OVA,3,Jul 2019 - Sep 2022,"13,287 members",7.16
3627,D.C.II S.S.: Da Capo II Second Season,TV,13,Apr 2008 - Jun 2008,"30,907 members",7.16
61,D.N.Angel,TV,26,Apr 2003 - Sep 2003,"188,631 members",7.16
32494,Days,TV,24,Jul 2016 - Dec 2016,"148,648 members",7.16
34962,Digimon Adventure tri. 5: Kyousei,Movie,1,Sep 2017 - Sep 2017,"53,449 members",7.16
2669,Doraemon Movie 06: Nobita no Little Star Wars,Movie,1,Mar 1985 - Mar 1985,"7,799 members",7.16
6795,Genius Party Beyond,Movie,5,Oct 2008 - Oct 2008,"21,576 members",7.16
3327,Giant Gorg,TV,26,Apr 1984 - Sep 1984,"7,309 members",7.16
49519,Hakozume: Kouban Joshi no Gyakushuu,TV,13,Jan 2022 - Mar 2022,"56,193 members",7.16
5929,Hi no Ame ga Furu,Movie,1,Sep 1988 - Sep 1988,"1,971 members",7.16
49154,High Card,TV,12,Jan 2023 - Mar 2023,"130,977 members",7.16
24231,Hitsugi no Chaika: Avenging Battle,TV,10,Oct 2014 - Dec 2014,"214,199 members",7.16
58271,Honey Lemon Soda,TV,12,Jan 2025 - Mar 2025,"95,758 members",7.16
23987,Sarusuberi: Miss Hokusai,Movie,1,May 2015 - May 2015,"36,821 members",7.16
1965,Sola,TV,13,Apr 2007 - Jun 2007,"102,950 members",7.16
390,Suzuka,TV,26,Jul 2005 - Dec 2005,"120,269 members",7.16
48556,Takt Op. Destiny,TV,12,Oct 2021 - Dec 2021,"545,427 members",7.16
41762,Tenchi Souzou Design-bu,TV,12,Jan 2021 - Mar 2021,"83,523 members",7.16
23587,The iDOLM@STER Cinderella Girls,TV,13,Jan 2015 - Apr 2015,"78,444 members",7.16
3125,Tokimeki Tonight,TV,34,Oct 1982 - Sep 1983,"10,941 members",7.16
842,Ushio to Tora,OVA,10,Sep 1992 - Aug 1993,"15,414 members",7.16
42898,Wan Jie Xian Zong 4th Season,ONA,48,Sep 2020 - Feb 2021,"2,816 members",7.16
2009,Yawara!: Zutto Kimi no Koto ga...,TV Special,1,Jul 1996 - Jul 1996,"3,755 members",7.16
883,Yuu☆Yuu☆Hakusho: Meikai Shitou-hen - Honoo no Kizuna,Movie,1,Apr 1994 - Apr 1994,"31,301 members",7.16
100,Shin Shirayuki-hime Densetsu Prétear,TV,13,Apr 2001 - Jun 2001,"66,808 members",7.15
2758,Shippuu! Iron Leaguer,TV,52,Apr 1993 - Mar 1994,"2,068 members",7.15
54947,Spy Kyoushitsu 2nd Season,TV,12,Jul 2023 - Sep 2023,"48,326 members",7.15
55994,Sword Art Online Alternative: Gun Gale Online II,TV,12,Oct 2024 - Dec 2024,"104,260 members",7.15
31486,Tantei Opera Milky Holmes Movie: Gyakushuu no Milky Holmes,Movie,1,Feb 2016 - Feb 2016,"5,085 members",7.15
36186,The iDOLM@STER Prologue SideM: Episode of Jupiter,Special,1,Oct 2017 - Oct 2017,"6,601 members",7.15
19117,Toaru Hikuushi e no Koiuta,TV,13,Jan 2014 - Mar 2014,"103,065 members",7.15
178,Ultra Maniac,TV,26,May 2003 - Nov 2003,"35,333 members",7.15
180,Vandread,TV,13,Oct 2000 - Dec 2000,"87,863 members",7.15
21189,"Wake Up, Girls! Shichinin no Idol",Movie,1,Jan 2014 - Jan 2014,"25,056 members",7.15
50855,"Yamato yo, Towa ni: Rebel 3199",Movie,?,Jul 2024 -,"4,389 members",7.15
38220,Ze Tian Ji 4th Season,ONA,12,Aug 2018 - Oct 2018,"2,969 members",7.15
28387,Joukamachi no Dandelion,TV,12,Jul 2015 - Sep 2015,"179,082 members",7.15
42822,Kai Byoui Ramune,TV,12,Jan 2021 - Mar 2021,"86,506 members",7.15
1691,Kaze no Stigma,TV,24,Apr 2007 - Sep 2007,"465,911 members",7.15
37364,Kekkai Sensen & Beyond: Zapp Renfro Ingaouhouchuu!!/Baccardio no Shizuku,OVA,1,Jul 2018 - Jul 2018,"28,419 members",7.15
15379,Kotoura-san,TV,12,Jan 2013 - Mar 2013,"354,263 members",7.15
51458,Lv1 Maou to One Room Yuusha,TV,12,Jul 2023 - Sep 2023,"87,689 members",7.15
32153,Mahou Shoujo Madoka★Magica: Concept Movie,Movie,1,Nov 2015 - Nov 2015,"30,433 members",7.15
2736,Mojakou,TV,74,Oct 1995 - Mar 1997,"3,152 members",7.15
42899,My Little Goat,Movie,1,2018 - 2018,"2,177 members",7.15
1094,One Piece: Umi no Heso no Daibouken-hen,TV Special,1,Dec 2000 - Dec 2000,"40,483 members",7.15
7769,Ookami-san to Shichinin no Nakama-tachi,TV,12,Jul 2010 - Sep 2010,"284,418 members",7.15
51705,Otonari ni Ginga,TV,12,Apr 2023 - Jun 2023,"164,468 members",7.15
34540,Pokemon Movie 20: Kimi ni Kimeta!,Movie,1,Jul 2017 - Jul 2017,"63,487 members",7.15
1538,Pumpkin Scissors,TV,24,Oct 2006 - Mar 2007,"45,504 members",7.15
4664,Rurouni Kenshin: Special Techniques,Special,1,Oct 1997 - Oct 1997,"12,860 members",7.15
39610,ACCA: 13-ku Kansatsu-ka - Regards,OVA,1,Feb 2020 - Feb 2020,"18,445 members",7.15
16201,Aku no Hana,TV,13,Apr 2013 - Jun 2013,"237,235 members",7.15
30205,Aoharu x Kikanjuu,TV,12,Jul 2015 - Sep 2015,"223,999 members",7.15
40507,Arifureta Shokugyou de Sekai Saikyou 2nd Season,TV,12,Jan 2022 - Mar 2022,"431,101 members",7.15
32827,B: The Beginning,ONA,12,Mar 2018 - Mar 2018,"360,262 members",7.15
34901,Beyblade Burst God,TV,51,Apr 2017 - Mar 2018,"21,203 members",7.15
1983,Black Jack: Futari no Kuroi Isha,Movie,1,Dec 2005 - Dec 2005,"5,751 members",7.15
10681,Blood-C: The Last Dark,Movie,1,Jun 2012 - Jun 2012,"107,992 members",7.15
369,Boogiepop wa Warawanai,TV,12,Jan 2000 - Mar 2000,"145,059 members",7.15
10163,C: The Money of Soul and Possibility Control,TV,11,Apr 2011 - Jun 2011,"327,550 members",7.15
4690,Cyborg 009 (1979),TV,50,Mar 1979 - Mar 1980,"12,064 members",7.15
2907,Cyborg Kuro-chan,TV,66,Oct 1999 - Jan 2001,"10,197 members",7.15
57594,Dan Dao Zhizun,ONA,?,Dec 2023 -,969 members,7.15
2748,Dash! Kappei,TV,65,Oct 1981 - Dec 1982,"6,117 members",7.15
2671,Doraemon Movie 03: Nobita no Daimakyou,Movie,1,Mar 1982 - Mar 1982,"7,725 members",7.15
2652,Doraemon: The Day When I Was Born,Movie,1,Mar 2002 - Mar 2002,"4,015 members",7.15
27525,Fate/kaleid liner Prisma☆Illya 2wei Herz!,TV,10,Jul 2015 - Sep 2015,"149,376 members",7.15
37292,Fei Ren Zai,ONA,96,Mar 2018 - Sep 2021,"5,375 members",7.15
652,Galaxy Angel Z,TV,9,Feb 2002 - Mar 2002,"11,491 members",7.15
2484,Gear Fighter Dendoh,TV,38,Oct 2000 - Jun 2001,"4,428 members",7.15
19159,Genshiken Nidaime OVA,OVA,1,Dec 2013 - Dec 2013,"19,573 members",7.15
18411,Gingitsune,TV,12,Oct 2013 - Dec 2013,"59,536 members",7.15
5041,Guin Saga,TV,26,Apr 2009 - Sep 2009,"45,772 members",7.15
35982,Gundam Build Fighters: GM no Gyakushuu,ONA,1,Aug 2017 - Aug 2017,"10,299 members",7.15
59055,"Hana wa Saku, Shura no Gotoku",TV,12,Jan 2025 - Mar 2025,"34,314 members",7.15
9865,Hetalia Axis Powers Fan Disc,OVA,1,May 2010 - May 2010,"13,995 members",7.15
55191,Hidari Pilot Film,ONA,1,Jan 2023 - Jan 2023,728 members,7.15
14645,Hiiro no Kakera 2nd Season,TV,13,Sep 2012 - Dec 2012,"55,517 members",7.15
54103,Hikikomari Kyuuketsuki no Monmon,TV,12,Oct 2023 - Dec 2023,"121,395 members",7.15
45574,Holy Knight Light,ONA,1,Dec 2020 - Dec 2020,"5,490 members",7.15
53262,Hoshikuzu Telepath,TV,12,Oct 2023 - Dec 2023,"56,493 members",7.15
31499,Huyao Xiao Hongniang,ONA,13,Jun 2015 - Nov 2015,"44,275 members",7.15
51464,4-nin wa Sorezore Uso wo Tsuku,TV,11,Oct 2022 - Dec 2022,"40,341 members",7.14
39078,Aikatsu Friends!: Kagayaki no Jewel,TV,26,Apr 2019 - Sep 2019,"6,345 members",7.14
58600,Ameku Takao no Suiri Karte,TV,12,Jan 2025 - Apr 2025,"75,762 members",7.14
7152,Anyamal Tantei Kiruminzoo,TV,50,Oct 2009 - Sep 2010,"9,702 members",7.14
14751,Bishoujo Senshi Sailor Moon Crystal,ONA,26,Jul 2014 - Jul 2015,"153,815 members",7.14
10719,Boku wa Tomodachi ga Sukunai,TV,12,Oct 2011 - Dec 2011,"834,102 members",7.14
41468,Burn the Witch,ONA,3,Oct 2020 - Oct 2020,"267,417 members",7.14
48735,Chibi Revenger,ONA,24,Apr 2021 - Sep 2021,"11,085 members",7.14
23237,Chuunibyou demo Koi ga Shitai! Ren Specials,Special,7,Mar 2014 - Sep 2014,"72,724 members",7.14
15583,Date A Live,TV,12,Apr 2013 - Jun 2013,"1,079,989 members",7.14
25383,Doraemon Movie 35: Nobita no Space Heroes,Movie,1,Mar 2015 - Mar 2015,"6,660 members",7.14
893,Dragon Ball Movie 4: Saikyou e no Michi,Movie,1,Mar 1996 - Mar 1996,"65,897 members",7.14
53246,Evangelion: 3.0 (-46h),Special,1,Mar 2023 - Mar 2023,"12,828 members",7.14
18393,Fairy Tail x Rave,OVA,1,Aug 2013 - Aug 2013,"128,723 members",7.14
40206,Fate/Grand Order: Zettai Majuu Sensen Babylonia - Initium Iter,Special,1,Aug 2019 - Aug 2019,"73,981 members",7.14
48760,"Gaikotsu Kishi-sama, Tadaima Isekai e Odekakechuu",TV,12,Apr 2022 - Jun 2022,"344,831 members",7.14
9958,Hayate no Gotoku! Heaven Is a Place on Earth,Movie,1,Aug 2011 - Aug 2011,"38,183 members",7.14
