ID,Name,Type,Episodes,Aired,Members,Scores
48896,Overlord Movie 3: Sei Oukoku-hen,Movie,1,Sep 2024 - Sep 2024,"82,747 members",7.8
33190,Planetarian: Hoshi no Hito,Movie,1,Sep 2016 - Sep 2016,"51,777 members",7.8
4163,Seto no Hanayome OVA,OVA,2,Nov 2008 - Jan 2009,"55,145 members",7.8
43439,Shadows House,TV,13,Apr 2021 - Jul 2021,"266,606 members",7.8
49200,Shiguang Dailiren Fanwai Pian: Biwu Zhaoqin,ONA,1,May 2021 - May 2021,"48,642 members",7.8
42091,Shingeki no Kyojin: Chronicle,Movie,1,Jul 2020 - Jul 2020,"93,476 members",7.8
1172,Slayers Try,TV,26,Apr 1997 - Sep 1997,"57,241 members",7.8
49733,Yuukoku no Moriarty OVA,OVA,2,Apr 2022 - Apr 2022,"44,584 members",7.8
38850,Star☆Twinkle Precure: Hoshi no Uta ni Omoi wo Komete,Movie,1,Oct 2019 - Oct 2019,"4,947 members",7.79
45055,Taishou Otome Otogibanashi,TV,12,Oct 2021 - Dec 2021,"160,444 members",7.79
29830,Tamayura: Sotsugyou Shashin Part 3 - Akogare,Movie,1,Nov 2015 - Nov 2015,"10,986 members",7.79
16870,The Last: Naruto the Movie,Movie,1,Dec 2014 - Dec 2014,"639,081 members",7.79
22319,Tokyo Ghoul,TV,12,Jul 2014 - Sep 2014,"2,935,753 members",7.79
202,Wolf's Rain,TV,26,Jan 2003 - Jul 2003,"341,168 members",7.79
40215,Aggressive Retsuko (ONA) 3rd Season,ONA,10,Aug 2020 - Aug 2020,"95,092 members",7.79
21185,Baby Steps,TV,25,Apr 2014 - Sep 2014,"162,326 members",7.79
46352,Blue Period,TV,12,Oct 2021 - Dec 2021,"499,785 members",7.79
9724,Break Blade Movie 5: Shisen no Hate,Movie,1,Jan 2011 - Jan 2011,"56,696 members",7.79
37033,Emiya-san Chi no Kyou no Gohan,ONA,13,Jan 2018 - Jan 2019,"138,610 members",7.79
33280,Gochuumon wa Usagi desu ka?? Dear My Sister,Movie,1,Nov 2017 - Nov 2017,"44,478 members",7.79
49738,Heike Monogatari,TV,11,Jan 2022 - Mar 2022,"87,259 members",7.79
12413,Jormungand,TV,12,Apr 2012 - Jun 2012,"381,283 members",7.79
49893,Kobayashi-san Chi no Maid Dragon S: Nippon no Omotenashi - Attend wa Dragon desu,Special,1,Jan 2022 - Jan 2022,"79,057 members",7.79
16916,Kuroko no Basket: Tip Off,Special,1,Feb 2013 - Feb 2013,"108,689 members",7.79
14349,Little Witch Academia,Movie,1,Mar 2013 - Mar 2013,"318,745 members",7.79
23293,Lupin the IIIrd: Jigen Daisuke no Bohyou,Movie,1,Jun 2014 - Jun 2014,"31,130 members",7.79
22097,Magi: Sinbad no Bouken,OVA,5,May 2014 - Jul 2015,"141,757 members",7.79
1729,Maria-sama ga Miteru 3rd,OVA,5,Dec 2006 - Jul 2007,"24,015 members",7.79
1366,Meitantei Conan Movie 07: Meikyuu no Crossroad,Movie,1,Apr 2003 - Apr 2003,"54,725 members",7.79
875,Mind Game,Movie,1,Aug 2004 - Aug 2004,"91,078 members",7.79
8038,Nodame Cantabile: Finale - Mine to Kiyora no Saikai,Special,1,Apr 2010 - Apr 2010,"45,696 members",7.79
570,Jin-Rou,Movie,1,Jun 2000 - Jun 2000,"194,269 members",7.78
254,Jungle wa Itsumo Hare nochi Guu Deluxe,OVA,6,Aug 2002 - Jan 2003,"13,128 members",7.78
3545,Kochira Katsushikaku Kameari Kouenmae Hashutsujo,TV,373,Jun 1996 - Dec 2004,"20,512 members",7.78
97,Last Exile,TV,26,Apr 2003 - Sep 2003,"180,961 members",7.78
1505,Meitantei Conan Movie 09: Suihei Senjou no Strategy,Movie,1,Apr 2005 - Apr 2005,"52,318 members",7.78
4447,Meitantei Conan Movie 12: Senritsu no Full Score,Movie,1,Apr 2008 - Apr 2008,"49,863 members",7.78
464,One Piece Movie 06: Omatsuri Danshaku to Himitsu no Shima,Movie,1,Mar 2005 - Mar 2005,"115,519 members",7.78
31592,Pokemon XY&Z,TV,47,Oct 2015 - Oct 2016,"154,210 members",7.78
40858,Psycho-Pass 3: First Inspector,ONA,3,Mar 2020 - Mar 2020,"105,144 members",7.78
15771,Saint☆Oniisan (Movie),Movie,1,May 2013 - May 2013,"99,653 members",7.78
2273,Shin Kidou Senki Gundam Wing: Endless Waltz Tokubetsu-hen,Movie,1,Aug 1998 - Aug 1998,"62,840 members",7.78
95,Turn A Gundam,TV,50,Apr 1999 - Apr 2000,"52,306 members",7.78
53126,Yamada-kun to Lv999 no Koi wo Suru,TV,13,Apr 2023 - Jun 2023,"481,006 members",7.78
60420,Cang Yuan Tu 2nd Season,ONA,27,Dec 2024 -,"1,064 members",7.78
38990,Chuan Shu Zijiu Zhinan,ONA,10,Sep 2020 - Oct 2020,"21,673 members",7.78
6768,Code Geass: Hangyaku no Lelouch R2 Special Edition - Zero Requiem,OVA,1,Jul 2009 - Jul 2009,"50,525 members",7.78
10029,Coquelicot-zaka kara,Movie,1,Jul 2011 - Jul 2011,"217,665 members",7.78
552,Digimon Adventure,TV,54,Mar 1999 - Mar 2000,"414,131 members",7.78
35806,"Haikyuu!! vs. ""Akaten""",OVA,1,May 2016 - May 2016,"99,521 members",7.78
2762,Igano Kabamaru,TV,24,Oct 1983 - Mar 1984,"11,859 members",7.78
468,Innocence,Movie,1,Mar 2004 - Mar 2004,"170,457 members",7.78
39938,Inu-Ou,Movie,1,May 2022 - May 2022,"34,590 members",7.78
31733,Bishoujo Senshi Sailor Moon Crystal Season III,TV,13,Apr 2016 - Jun 2016,"65,117 members",7.77
6351,"Clannad: After Story - Mou Hitotsu no Sekai, Kyou-hen",Special,1,Jul 2009 - Jul 2009,"270,345 members",7.77
55151,Da Zhu Zai Nian Fan,ONA,52,Jun 2023 - Jun 2024,"2,554 members",7.77
29787,Gochuumon wa Usagi desu ka??,TV,12,Oct 2015 - Dec 2015,"137,209 members",7.77
20431,Hoozuki no Reitetsu,TV,13,Jan 2014 - Apr 2014,"136,125 members",7.77
49220,Isekai Ojisan,TV,13,Jul 2022 - Mar 2023,"394,378 members",7.77
34451,Kekkai Sensen & Beyond,TV,12,Oct 2017 - Dec 2017,"458,712 members",7.77
1425,Lupin III: Part II,TV,155,Oct 1977 - Oct 1980,"37,168 members",7.77
5310,Macross F Movie 1: Itsuwari no Utahime,Movie,1,Nov 2009 - Nov 2009,"32,235 members",7.77
8310,Magic Kaito,TV Special,12,Apr 2010 - Dec 2012,"76,378 members",7.77
39764,Meitantei Conan Movie 24: Hiiro no Dangan,Movie,1,Apr 2021 - Apr 2021,"23,703 members",7.77
210,Ranma ½,TV,161,Apr 1989 - Sep 1992,"271,774 members",7.77
57554,Rurouni Kenshin: Meiji Kenkaku Romantan - Kyoto Douran,TV,23,Oct 2024 - Mar 2025,"50,777 members",7.77
9088,Saiyuuki Gaiden,OVA,3,Mar 2011 - Nov 2011,"14,267 members",7.77
397,Seikai no Senki II,TV,10,Jul 2001 - Sep 2001,"24,981 members",7.77
40814,Seitokai Yakuindomo Movie 2,Movie,1,Jan 2021 - Jan 2021,"34,938 members",7.77
30902,Yuru Yuri Nachuyachumi!+,TV Special,2,Aug 2015 - Sep 2015,"57,569 members",7.77
34375,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 2 - Tamashii,Movie,1,Apr 2017 - Apr 2017,"15,375 members",7.77
1254,Saint Seiya,TV,114,Oct 1986 - Apr 1989,"196,385 members",7.76
1253,Saint Seiya: Meiou Hades Meikai-hen,OVA,12,Dec 2005 - Feb 2007,"52,890 members",7.76
53129,Seishun Buta Yarou wa Odekake Sister no Yume wo Minai,Movie,1,Jun 2023 - Jun 2023,"148,781 members",7.76
5005,Tentai Senshi Sunred,TV,26,Oct 2008 - Mar 2009,"22,952 members",7.76
26,Texhnolyze,TV,22,Apr 2003 - Sep 2003,"268,918 members",7.76
44068,Tianbao Fuyao Lu 2nd Season,ONA,13,Apr 2021 - Aug 2021,"4,595 members",7.76
55651,Tonikaku Kawaii: Joshikou-hen,ONA,4,Jul 2023 - Aug 2023,"67,383 members",7.76
52741,Undead Unluck,TV,24,Oct 2023 - Mar 2024,"311,459 members",7.76
54839,Yoru no Kurage wa Oyogenai,TV,12,Apr 2024 - Jun 2024,"120,323 members",7.76
7044,Zan Sayonara Zetsubou Sensei Bangaichi,OVA,2,Nov 2009 - Feb 2010,"41,760 members",7.76
30123,Akagami no Shirayuki-hime,TV,12,Jul 2015 - Sep 2015,"709,753 members",7.76
41674,Aria the Crepuscolo,Movie,1,Mar 2021 - Mar 2021,"14,117 members",7.76
40935,Beastars 2nd Season,TV,12,Jan 2021 - Mar 2021,"471,753 members",7.76
9252,Break Blade Movie 3: Kyoujin no Ato,Movie,1,Sep 2010 - Sep 2010,"60,174 members",7.76
6033,Dragon Ball Kai,TV,97,Apr 2009 - Mar 2011,"413,829 members",7.76
21867,Edogawa Conan Shissou Jiken: Shijou Saiaku no Futsukakan,TV Special,1,Dec 2014 - Dec 2014,"13,650 members",7.76
1491,Ginga Tetsudou 999,TV,113,Sep 1978 - Mar 1981,"41,941 members",7.76
38333,Gochuumon wa Usagi desu ka?? Sing for You,OVA,1,Sep 2019 - Sep 2019,"28,031 members",7.76
1824,Hadashi no Gen,Movie,1,Jul 1983 - Jul 1983,"57,384 members",7.76
35678,Hibike! Euphonium Movie 3: Chikai no Finale,Movie,1,Apr 2019 - Apr 2019,"79,447 members",7.76
11237,Hidamari Sketch x SP,TV Special,2,Oct 2011 - Nov 2011,"16,075 members",7.76
3782,Kara no Kyoukai Movie 2: Satsujin Kousatsu (Zen),Movie,1,Dec 2007 - Dec 2007,"248,667 members",7.76
80,Kidou Senshi Gundam,TV,43,Apr 1979 - Jan 1980,"141,972 members",7.76
32870,Kuroko no Basket Movie 2: Winter Cup - Namida no Saki e,Movie,1,Oct 2016 - Oct 2016,"40,580 members",7.76
41221,Liang Bu Yi,ONA,24,Apr 2021 - Nov 2021,"12,437 members",7.76
19111,Love Live! School Idol Project 2nd Season,TV,13,Apr 2014 - Jun 2014,"266,097 members",7.76
13203,Lupin the Third: Mine Fujiko to Iu Onna,TV,13,Apr 2012 - Jun 2012,"67,010 members",7.76
52955,Mahoutsukai no Yome Season 2,TV,12,Apr 2023 - Jun 2023,"201,906 members",7.76
30727,Saenai Heroine no Sodatekata ♭,TV,11,Apr 2017 - Jun 2017,"385,562 members",7.76
1092,Kidou Senshi Gundam III: Meguriai Sora-hen,Movie,1,Mar 1982 - Mar 1982,"38,189 members",7.75
33263,Kubikiri Cycle: Aoiro Savant to Zaregotozukai,OVA,8,Oct 2016 - Sep 2017,"109,488 members",7.75
49776,Kumichou Musume to Sewagakari,TV,12,Jul 2022 - Sep 2022,"244,845 members",7.75
32869,Kuroko no Basket Movie 1: Winter Cup - Kage to Hikari,Movie,1,Sep 2016 - Sep 2016,"45,228 members",7.75
1887,Lucky☆Star,TV,24,Apr 2007 - Sep 2007,"673,713 members",7.75
6115,Lupin III vs. Meitantei Conan,TV Special,1,Mar 2009 - Mar 2009,"37,716 members",7.75
8609,Meitantei Conan OVA 10: Kid in Trap Island,OVA,1,Apr 2010 - Apr 2010,"19,282 members",7.75
35073,Overlord II,TV,13,Jan 2018 - Apr 2018,"1,082,924 members",7.75
7588,Saraiya Goyou,TV,12,Apr 2010 - Jul 2010,"97,058 members",7.75
10119,Seitokai Yakuindomo OVA,OVA,8,Apr 2011 - Oct 2013,"133,226 members",7.75
10083,Shiki Specials,Special,2,May 2011 - Jun 2011,"73,831 members",7.75
51769,Xingchen Bian 5th Season,ONA,28,Dec 2022 - Jul 2023,"2,386 members",7.75
46431,"Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan: Dakara, Shishunki wa Owarazu ni, Seishun wa Tsuzuiteiku.",OVA,1,Apr 2023 - Apr 2023,"119,835 members",7.75
35320,Cardcaptor Sakura: Clear Card-hen Prologue - Sakura to Futatsu no Kuma,OVA,1,Sep 2017 - Sep 2017,"45,150 members",7.75
28999,Charlotte,TV,13,Jul 2015 - Sep 2015,"1,687,550 members",7.75
1473,City Hunter '91,TV,13,Apr 1991 - Oct 1991,"26,768 members",7.75
41461,Date A Live IV,TV,12,Apr 2022 - Jun 2022,"274,039 members",7.75
47164,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV: Shin Shou - Meikyuu-hen,TV,11,Jul 2022 - Oct 2022,"380,252 members",7.75
1281,Gakkou no Kaidan,TV,19,Oct 2000 - Mar 2001,"234,883 members",7.75
37959,Gakuen Babysitters Special,Special,1,Sep 2018 - Sep 2018,"46,670 members",7.75
21877,High Score Girl,TV,12,Jul 2018 - Sep 2018,"270,381 members",7.75
54035,Huangjin Tingyuan: Dongri Li de Xinnian Yuanwang,ONA,2,Jan 2023 - Jan 2023,"3,665 members",7.75
5231,Inazuma Eleven,TV,127,Oct 2008 - Apr 2011,"228,550 members",7.75
60334,Anne Shirley,TV,24,Apr 2025 -,"24,244 members",7.74
37873,BanG Dream! Garupa☆Pico,ONA,26,Jul 2018 - Dec 2018,"23,497 members",7.74
530,Bishoujo Senshi Sailor Moon,TV,46,Mar 1992 - Feb 1993,"399,936 members",7.74
40429,Bishoujo Senshi Sailor Moon Eternal Movie 2,Movie,1,Feb 2021 - Feb 2021,"28,435 members",7.75
8142,Colorful (Movie),Movie,1,Aug 2010 - Aug 2010,"206,400 members",7.74
35120,Devilman: Crybaby,ONA,10,Jan 2018 - Jan 2018,"1,216,035 members",7.74
41219,Fanren Xiu Xian Chuan,ONA,17,Jul 2020 - Nov 2020,"6,879 members",7.74
38400,Free! Movie 4: The Final Stroke - Zenpen,Movie,1,Sep 2021 - Sep 2021,"62,050 members",7.74
35198,Free! Take Your Marks,Movie,1,Oct 2017 - Oct 2017,"87,782 members",7.74
2508,Genshiken 2,TV,12,Oct 2007 - Dec 2007,"86,027 members",7.74
1571,Ghost Hunt,TV,25,Oct 2006 - Mar 2007,"237,064 members",7.74
17895,Golden Time,TV,24,Oct 2013 - Mar 2014,"1,090,270 members",7.74
19319,Gundam Build Fighters,TV,25,Oct 2013 - Mar 2014,"78,429 members",7.74
4886,InuYasha: Kuroi Tessaiga,Special,1,Jul 2008 - Jul 2008,"38,874 members",7.74
3603,JoJo no Kimyou na Bouken: Phantom Blood,Movie,1,Feb 2007 - Feb 2007,"72,207 members",7.74
93,Kidou Senshi Gundam SEED,TV,50,Oct 2002 - Sep 2003,"178,771 members",7.74
35658,Kuroko no Basket: Last Game NG-shuu,Special,1,Sep 2017 - Sep 2017,"35,960 members",7.74
19489,Little Witch Academia: Mahoujikake no Parade,Movie,1,Oct 2015 - Oct 2015,"174,850 members",7.74
55748,Love Live! Nijigasaki Gakuen School Idol Doukoukai: Kanketsu-hen,Movie,1,Sep 2024 - Sep 2024,"7,273 members",7.74
39196,Mairimashita! Iruma-kun,TV,23,Oct 2019 - Mar 2020,"530,324 members",7.74
3750,Maria-sama ga Miteru 4th,TV,13,Jan 2009 - Mar 2009,"23,959 members",7.74
59612,Monogatari Series: Off & Monster Season - Zankoku Douwa: Utsukushi-hime,ONA,1,Aug 2024 - Aug 2024,"9,077 members",7.74
353,Ojamajo Doremi Dokkaan!,TV,51,Feb 2002 - Jan 2003,"18,861 members",7.74
57993,Oomuro-ke: Dear Friends,Movie,1,Jun 2024 - Jun 2024,"7,993 members",7.74
42670,Princess Connect! Re:Dive Season 2,TV,12,Jan 2022 - Mar 2022,"135,721 members",7.74
2143,Saiyuuki Reload: Burial,OVA,3,Apr 2007 - Dec 2007,"13,835 members",7.74
20815,Sekaiichi Hatsukoi: Valentine-hen,Movie,1,Mar 2014 - Mar 2014,"42,925 members",7.74
39940,Shokugeki no Souma: Shin no Sara,TV,12,Oct 2019 - Dec 2019,"646,787 members",7.74
56768,"Tadaima, Okaeri",TV,12,Apr 2024 - Jun 2024,"40,607 members",7.74
1279,Taiyou no Ko Esteban,TV,39,May 1982 - Feb 1983,"14,774 members",7.74
29829,Tamayura: Sotsugyou Shashin Part 2 - Hibiki,Movie,1,Aug 2015 - Aug 2015,"11,369 members",7.74
52305,Tomo-chan wa Onnanoko!,TV,13,Jan 2023 - Mar 2023,"456,392 members",7.74
32673,Udon no Kuni no Kiniro Kemari,TV,12,Oct 2016 - Dec 2016,"140,447 members",7.74
54900,Wind Breaker,TV,13,Apr 2024 - Jun 2024,"367,754 members",7.74
54112,Zom 100: Zombie ni Naru made ni Shitai 100 no Koto,TV,12,Jul 2023 - Dec 2023,"616,897 members",7.74
154,Shaman King,TV,64,Jul 2001 - Sep 2002,"375,865 members",7.73
91,Shin Kidou Senki Gundam Wing: Endless Waltz,OVA,3,Jan 1997 - Jul 1997,"50,177 members",7.73
407,Tantei Gakuen Q,TV,45,Apr 2003 - Mar 2004,"36,884 members",7.73
11001,Toshokan Sensou: Kakumei no Tsubasa,Movie,1,Jun 2012 - Jun 2012,"25,120 members",7.73
50667,Xingchen Bian: Po Tian Mi Ju,ONA,16,Jan 2022 - Apr 2022,"2,990 members",7.73
54285,Yao Shen Ji 7th Season,ONA,52,Jan 2023 - Jul 2023,"2,689 members",7.73
37985,Aggressive Retsuko (ONA) 2nd Season,ONA,10,Jun 2019 - Jun 2019,"122,820 members",7.73
40854,BanG Dream! Garupa☆Pico: Oomori,ONA,26,May 2020 - Oct 2020,"12,873 members",7.73
740,Bishoujo Senshi Sailor Moon R,TV,43,Mar 1993 - Mar 1994,"166,319 members",7.73
978,Change!! Getter Robo: Sekai Saigo no Hi,OVA,13,Aug 1998 - May 1999,"17,152 members",7.73
1818,Claymore,TV,26,Apr 2007 - Sep 2007,"698,046 members",7.73
40906,Dragon Quest: Dai no Daibouken (2020),TV,100,Oct 2020 - Oct 2022,"77,452 members",7.73
41497,Fate/Grand Order: Shuukyoku Tokuiten - Kani Jikan Shinden Solomon,Movie,1,Jul 2021 - Jul 2021,"82,454 members",7.73
29095,Grisaia no Rakuen,TV,10,Apr 2015 - Jun 2015,"426,256 members",7.73
5630,Higashi no Eden,TV,11,Apr 2009 - Jun 2009,"581,834 members",7.73
37501,Hug tto! Precure♡Futari wa Precure Movie: All Stars Memories,Movie,1,Oct 2018 - Oct 2018,"5,132 members",7.73
1379,Kino no Tabi: The Beautiful World - Nanika wo Suru Tame ni - Life Goes On.,Movie,1,Feb 2005 - Feb 2005,"59,810 members",7.73
11887,Kokoro Connect,TV,13,Jul 2012 - Sep 2012,"862,801 members",7.73
1910,Master Keaton OVA,OVA,15,Dec 1999 - Jun 2000,"11,362 members",7.73
28479,Meitantei Conan Movie 19: Gouka no Himawari,Movie,1,Apr 2015 - Apr 2015,"42,104 members",7.73
8795,Panty & Stocking with Garterbelt,TV,13,Oct 2010 - Dec 2010,"414,759 members",7.73
20159,Pokemon: The Origin,TV Special,4,Oct 2013 - Oct 2013,"239,835 members",7.73
1007,Ranma ½ OVA,OVA,6,Oct 1993 - Aug 1994,"36,106 members",7.73
43691,Kageki Shoujo!!,TV,13,Jul 2021 - Sep 2021,"88,711 members",7.72
54714,Kimi no Koto ga Daidaidaidaidaisuki na 100-nin no Kanojo,TV,12,Oct 2023 - Dec 2023,"281,799 members",7.72
10090,Koukaku Kidoutai: Stand Alone Complex - Solid State Society 3D,Movie,1,Mar 2011 - Mar 2011,"16,762 members",7.72
4080,Kyou kara Maou! 3rd Series,TV,39,Apr 2008 - Feb 2009,"36,464 members",7.72
18153,Kyoukai no Kanata,TV,12,Oct 2013 - Dec 2013,"1,208,532 members",7.72
25015,Kyoukai no Kanata Movie 1: I'll Be Here - Kako-hen,Movie,1,Mar 2015 - Mar 2015,"172,192 members",7.72
1462,Memories,Movie,3,Dec 1995 - Dec 1995,"146,652 members",7.72
709,Mujin Wakusei Survive,TV,52,Oct 2003 - Oct 2004,"31,724 members",7.72
7724,Shiki,TV,22,Jul 2010 - Dec 2010,"623,714 members",7.72
534,Slayers,TV,26,Apr 1995 - Sep 1995,"148,724 members",7.72
50273,Tomodachi Game,TV,12,Apr 2022 - Jun 2022,"448,155 members",7.72
51533,Tonikaku Kawaii: Seifuku,Special,1,Nov 2022 - Nov 2022,"103,241 members",7.72
23249,Uchuu Senkan Yamato 2199: Hoshimeguru Hakobune,Movie,1,Dec 2014 - Dec 2014,"15,298 members",7.72
51552,Watashi no Shiawase na Kekkon,TV,12,Jul 2023 - Sep 2023,"339,662 members",7.72
56960,Xiehou Ta de Shaonu Shidai,ONA,18,May 2024 - Sep 2024,"9,904 members",7.72
37924,Ani ni Tsukeru Kusuri wa Nai! 2,TV,24,Jul 2018 - Dec 2018,"53,809 members",7.72
531,Bishoujo Senshi Sailor Moon R: The Movie,Movie,1,Dec 1993 - Dec 1993,"70,046 members",7.72
1520,Black Jack,OVA,12,Dec 1993 - Dec 2011,"42,979 members",7.72
8687,Doraemon (2005),TV,?,Apr 2005 -,"21,769 members",7.72
38145,"Doukyonin wa Hiza, Tokidoki, Atama no Ue.",TV,12,Jan 2019 - Mar 2019,"204,775 members",7.72
44248,Fate/Grand Carnival,OVA,4,Dec 2020 - Oct 2021,"59,042 members",7.72
39014,Free! Movie 3: Road to the World - Yume,Movie,1,Jul 2019 - Jul 2019,"30,291 members",7.72
18619,Girls & Panzer: Kore ga Hontou no Anzio-sen desu!,OVA,1,Jul 2014 - Jul 2014,"51,339 members",7.72
6984,Hidamari Sketch x 365 Specials,Special,3,Mar 2009 - Oct 2009,"18,660 members",7.72
31483,"Akagami no Shirayuki-hime: Nandemonai Takaramono, Kono Page",OVA,1,Jan 2016 - Jan 2016,"83,200 members",7.71
9074,Arakawa Under the Bridge x Bridge,TV,13,Oct 2010 - Dec 2010,"169,507 members",7.71
49283,Bakuten!! Movie,Movie,1,Jul 2022 - Jul 2022,"20,974 members",7.71
49123,BanG Dream! Garupa☆Pico Fever!,ONA,26,Oct 2021 - Mar 2022,"7,083 members",7.71
41780,BanG Dream! Movie: Episode of Roselia - I: Yakusoku,Movie,1,Apr 2021 - Apr 2021,"12,071 members",7.71
10218,Berserk: Ougon Jidai-hen I - Haou no Tamago,Movie,1,Feb 2012 - Feb 2012,"238,723 members",7.71
6024,Chi's Sweet Home: Atarashii Ouchi,TV,104,Mar 2009 - Sep 2009,"31,484 members",7.71
2994,Death Note: Rewrite,TV Special,2,Aug 2007 - Aug 2008,"216,110 members",7.71
39178,Doupo Cangqiong 2nd Season Specials,ONA,3,Apr 2019 - Apr 2019,"4,657 members",7.71
22777,Dragon Ball Kai (2014),TV,61,Apr 2014 - Jun 2015,"204,830 members",7.71
38671,Enen no Shouboutai,TV,24,Jul 2019 - Dec 2019,"1,437,012 members",7.71
317,Final Fantasy VII: Advent Children,Movie,1,Sep 2005 - Sep 2005,"217,130 members",7.71
31637,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri Part 2",TV,12,Jan 2016 - Mar 2016,"580,368 members",7.71
15809,Hataraku Maou-sama!,TV,13,Apr 2013 - Jun 2013,"1,615,336 members",7.71
5781,Isekai no Seikishi Monogatari,OVA,13,May 2009 - May 2010,"209,355 members",7.71
57663,Kui Cheng Shoufu Cong Youxi Kaishi,ONA,16,Feb 2024 - May 2024,"5,925 members",7.71
56038,Lazarus,TV,13,Apr 2025 -,"134,814 members",7.71
50586,Migi to Dali,TV,13,Oct 2023 - Dec 2023,"92,410 members",7.71
597,Neko no Ongaeshi,Movie,1,Jul 2002 - Jul 2002,"292,076 members",7.71
20767,Noragami OVA,OVA,2,Feb 2014 - Jul 2014,"332,945 members",7.71
37442,Psycho-Pass: Sinners of the System Case.3 - Onshuu no Kanata ni＿＿,Movie,1,Mar 2019 - Mar 2019,"104,323 members",7.71
1719,Rozen Maiden: Ouvertüre,TV Special,2,Dec 2006 - Dec 2006,"62,517 members",7.71
24893,Sidonia no Kishi: Daikyuu Wakusei Seneki,TV,12,Apr 2015 - Jun 2015,"122,448 members",7.71
8311,Tegamibachi Reverse,TV,25,Oct 2010 - Mar 2011,"65,826 members",7.71
885,Tenshi no Tamago,OVA,1,Dec 1985 - Dec 1985,"165,787 members",7.71
43523,Tsuki ga Michibiku Isekai Douchuu,TV,12,Jul 2021 - Sep 2021,"508,066 members",7.71
479,Ueki no Housoku,TV,51,Apr 2005 - Mar 2006,"122,023 members",7.71
1293,Urusei Yatsura,TV,195,Oct 1981 - Mar 1986,"94,664 members",7.71
1562,Yamato Nadeshiko Shichihenge♥,TV,25,Oct 2006 - Mar 2007,"166,620 members",7.71
517,School Rumble: Ichi Gakki Hoshuu,OVA,2,Dec 2005 - Dec 2005,"61,318 members",7.7
5074,Tetsuwan Birdy Decode:02,TV,12,Jan 2009 - Mar 2009,"54,236 members",7.7
51536,The iDOLM@STER Cinderella Girls: U149,TV,12,Apr 2023 - Jun 2023,"17,334 members",7.7
40620,Uramichi Oniisan,TV,13,Jul 2021 - Sep 2021,"253,853 members",7.7
2753,Ushiro no Shoumen Daare,Movie,1,Mar 1991 - Mar 1991,"14,364 members",7.7
1375,Watashi no Ashinaga Ojisan,TV,40,Jan 1990 - Dec 1990,"18,176 members",7.7
42266,Wu Dong Qian Kun 2nd Season,ONA,12,Jul 2020 - Sep 2020,"5,627 members",7.7
8514,Break Blade Movie 2: Ketsubetsu no Michi,Movie,1,Jun 2010 - Jun 2010,"63,212 members",7.7
14741,Chuunibyou demo Koi ga Shitai!,TV,12,Oct 2012 - Dec 2012,"1,410,155 members",7.7
2724,Daicon Opening Animations,Special,2,Aug 1981 - Aug 1983,"22,227 members",7.7
27633,Gekkan Shoujo Nozaki-kun Specials,Special,6,Sep 2014 - Feb 2015,"142,018 members",7.7
25303,Haikyuu!! Lev Genzan!,OVA,1,Mar 2015 - Mar 2015,"140,234 members",7.7
36094,Hakumei to Mikochi,TV,12,Jan 2018 - Mar 2018,"69,057 members",7.7
51995,Hibike! Euphonium: Ensemble Contest-hen,Movie,1,Aug 2023 - Aug 2023,"31,168 members",7.7
10357,Jinrui wa Suitai Shimashita,TV,12,Jul 2012 - Sep 2012,"196,173 members",7.7
38619,Joshikousei no Mudazukai,TV,12,Jul 2019 - Sep 2019,"130,084 members",7.7
516,Keroro Gunsou,TV,358,Apr 2004 - Apr 2011,"80,834 members",7.7
35363,"Kobayashi-san Chi no Maid Dragon: Valentine, Soshite Onsen! - Amari Kitai Shinaide Kudasai",Special,1,Sep 2017 - Sep 2017,"225,863 members",7.7
22673,Kuroko no Basket 2nd Season NG-shuu,Special,9,Jan 2014 - Sep 2014,"67,614 members",7.7
33443,Luo Xiao Hei Zhan Ji,ONA,28,Mar 2011 - Aug 2019,"6,387 members",7.7
474,Macross Plus,OVA,4,Aug 1994 - Jun 1995,"51,787 members",7.7
1211,Macross Plus Movie Edition,Movie,1,Oct 1995 - Oct 1995,"18,713 members",7.7
12117,Meitantei Conan Movie 16: 11-ninme no Striker,Movie,1,Apr 2012 - Apr 2012,"46,297 members",7.7
56055,Monsters: Ippyaku Sanjou Hiryuu Jigoku,ONA,1,Jan 2024 - Jan 2024,"46,621 members",7.7
31289,One Piece: Episode of Sabo - 3 Kyoudai no Kizuna Kiseki no Saikai to Uketsugareru Ishi,TV Special,1,Aug 2015 - Aug 2015,"43,038 members",7.7
31772,One Punch Man Specials,Special,6,Dec 2015 - May 2016,"335,301 members",7.7
31704,One Punch Man: Road to Hero,OVA,1,Dec 2015 - Dec 2015,"334,833 members",7.7
48804,Isekai Shokudou 2,TV,12,Oct 2021 - Dec 2021,"107,318 members",7.69
324,Kidou Keisatsu Patlabor: On Television,TV,47,Oct 1989 - Sep 1990,"43,203 members",7.69
48426,Kitarou Tanjou: Gegege no Nazo,Movie,1,Nov 2023 - Nov 2023,"8,055 members",7.69
